model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Karoq,2019,16000,Manual,29070,Petrol,145,40.4,1.0
 Octavia,2020,19000,Semi-Auto,16,Petrol,145,46.3,1.5
 Karoq,2018,17250,Manual,7344,Petrol,145,40.4,1.0
 Superb,2019,32300,Semi-Auto,5500,Petrol,145,33.2,2.0
 Fabia,2019,13500,Manual,4408,Petrol,145,60.1,1.0
 Karoq,2019,19000,Manual,14,Petrol,145,43.5,1.0
 Karoq,2018,17920,Automatic,15441,Petrol,145,51.4,1.5
 Octavia,2019,17000,Semi-Auto,2387,Diesel,145,70.6,1.6
 Fabia,2017,10200,Manual,23333,Petrol,20,60.1,1.2
 Fabia,2020,14500,Manual,1050,Petrol,145,51.4,1.0
 Citigo,2016,7000,Manual,22710,Petrol,20,62.8,1.0
 Octavia,2018,17000,Manual,30423,Diesel,150,62.8,2.0
 Octavia,2019,14400,Semi-Auto,12746,Petrol,150,57.7,1.0
 Octavia,2019,14000,Semi-Auto,13029,Diesel,150,72.4,1.6
 Octavia,2019,20500,Manual,3370,Petrol,150,42.8,2.0
 Fabia,2017,10500,Manual,29388,Petrol,145,64.2,1.0
 Octavia,2020,20000,Semi-Auto,40,Petrol,150,44.8,1.5
 Kodiaq,2019,30000,Automatic,4757,Petrol,145,31.4,2.0
 Kodiaq,2019,22900,Manual,13,Petrol,150,38.2,1.5
 Fabia,2020,13990,Manual,8,Petrol,150,51.4,1.0
 Superb,2019,19400,Semi-Auto,9453,Petrol,150,36.7,1.5
 Citigo,2016,7000,Manual,20950,Petrol,20,62.8,1.0
 Octavia,2019,20500,Semi-Auto,2555,Diesel,150,57.7,2.0
 Octavia,2019,18000,Semi-Auto,5985,Diesel,150,64.2,2.0
 Octavia,2018,20000,Semi-Auto,15446,Petrol,150,44.1,2.0
 Citigo,2017,6500,Manual,28175,Petrol,0,68.9,1.0
 Octavia,2018,13000,Manual,30479,Petrol,150,56.5,1.5
 Fabia,2017,10000,Manual,13950,Petrol,150,64.2,1.0
 Octavia,2020,19000,Semi-Auto,10,Petrol,150,46.3,1.5
 Kamiq,2020,22000,Semi-Auto,2500,Petrol,145,43.5,1.5
 Superb,2019,29400,Semi-Auto,5230,Petrol,150,32.5,2.0
 Kamiq,2019,19820,Manual,1125,Petrol,145,47.9,1.0
 Octavia,2019,19945,Semi-Auto,7082,Petrol,145,45.6,1.5
 Scala,2019,17920,Semi-Auto,243,Petrol,145,45.6,1.5
 Kamiq,2020,22800,Semi-Auto,1050,Petrol,145,43.5,1.5
 Kodiaq,2019,29400,Automatic,5615,Diesel,145,39.2,2.0
 Octavia,2019,22000,Semi-Auto,2338,Petrol,145,37.7,2.0
 Superb,2019,31000,Semi-Auto,2263,Petrol,145,32.8,2.0
 Kamiq,2020,22500,Semi-Auto,2500,Diesel,145,52.3,1.6
 Yeti,2017,10500,Manual,36078,Diesel,30,62.8,2.0
 Citigo,2017,7200,Manual,23629,Petrol,20,62.8,1.0
 Kamiq,2019,19820,Manual,5500,Petrol,145,47.9,1.0
 Karoq,2019,25520,Manual,1050,Diesel,145,42.8,2.0
 Octavia,2018,12498,Manual,16899,Diesel,145,68.9,1.6
 Fabia,2018,9998,Manual,16132,Petrol,145,57.7,1.0
 Superb,2016,16498,Semi-Auto,12180,Petrol,30,55.4,1.4
 Octavia,2015,7698,Manual,55904,Diesel,0,74.3,1.6
 Scala,2020,17000,Manual,1050,Petrol,145,49.6,1.0
 Superb,2019,28320,Semi-Auto,100,Diesel,145,47.1,2.0
 Karoq,2019,29700,Automatic,9393,Diesel,145,41.5,2.0
 Karoq,2019,27500,Automatic,3800,Diesel,150,42.8,2.0
 Kodiaq,2020,35990,Automatic,3500,Diesel,150,39.2,2.0
 Fabia,2016,10995,Semi-Auto,6212,Petrol,20,60.1,1.2
 Fabia,2016,8250,Manual,39386,Petrol,20,60.1,1.2
 Kodiaq,2018,25500,Automatic,15598,Petrol,150,38.2,2.0
 Octavia,2020,19000,Semi-Auto,17,Petrol,150,46.3,1.5
 Kamiq,2020,23000,Semi-Auto,10,Petrol,150,43.5,1.5
 Fabia,2017,12250,Semi-Auto,16932,Petrol,20,60.1,1.2
 Octavia,2016,10500,Manual,43774,Petrol,30,55.4,1.4
 Fabia,2017,9000,Manual,21552,Petrol,145,64.2,1.0
 Fabia,2019,12000,Manual,9247,Petrol,145,61.4,1.0
 Superb,2019,28500,Semi-Auto,3389,Petrol,145,38.2,2.0
 Fabia,2019,12700,Manual,11984,Petrol,145,61.4,1.0
 Yeti Outdoor,2016,11630,Manual,35394,Diesel,145,55.4,2.0
 Octavia,2014,8871,Semi-Auto,47494,Diesel,30,62.8,2.0
 Kodiaq,2019,26394,Automatic,3409,Petrol,145,32.5,1.5
 Fabia,2017,10743,Semi-Auto,11695,Petrol,145,61.4,1.0
 Octavia,2016,14393,Semi-Auto,44485,Diesel,125,56.5,2.0
 Fabia,2017,8990,Manual,20500,Petrol,150,64.2,1.0
 Kamiq,2020,21000,Manual,11,Petrol,150,46.3,1.5
 Octavia,2016,13000,Semi-Auto,32580,Diesel,30,62.8,2.0
 Kodiaq,2019,33000,Automatic,3500,Diesel,145,37.2,2.0
 Rapid,2013,6000,Semi-Auto,54400,Petrol,150,35.3,1.4
 Fabia,2018,10900,Manual,8500,Petrol,150,64.2,1.0
 Octavia,2016,10995,Manual,28326,Diesel,0,74.3,1.6
 Yeti Outdoor,2016,10350,Manual,15892,Petrol,125,51.4,1.2
 Citigo,2017,7099,Manual,4701,Petrol,20,64.2,1.0
 Citigo,2017,6050,Manual,18900,Petrol,145,68.9,1.0
 Fabia,2018,10590,Manual,11363,Petrol,145,61.4,1.0
 Citigo,2017,5997,Manual,10494,Petrol,145,68.9,1.0
 Octavia,2018,12798,Manual,27608,Petrol,145,56.5,1.5
 Superb,2015,12498,Manual,46399,Diesel,20,68.9,2.0
 Octavia,2015,9200,Manual,42933,Petrol,30,57.7,1.2
 Fabia,2017,8500,Manual,9888,Petrol,150,58.8,1.0
 Fabia,2017,9400,Manual,29402,Petrol,150,64.2,1.0
 Karoq,2018,14793,Manual,46377,Petrol,145,53.3,1.0
 Yeti Outdoor,2017,13492,Manual,11984,Petrol,145,51.4,1.2
 Octavia,2018,13294,Manual,16915,Diesel,145,68.9,1.6
 Fabia,2016,9091,Semi-Auto,26254,Diesel,0,74.3,1.4
 Rapid,2016,6991,Manual,52456,Diesel,0,78.5,1.4
 Yeti Outdoor,2015,8991,Manual,41346,Diesel,150,55.4,2.0
 Rapid,2017,7991,Manual,58971,Petrol,30,57.7,1.2
 Yeti,2017,13990,Semi-Auto,16888,Petrol,125,51.4,1.2
 Citigo,2017,7690,Manual,14062,Petrol,20,64.2,1.0
 Yeti,2017,11790,Semi-Auto,29843,Petrol,125,51.4,1.2
 Kodiaq,2020,31500,Automatic,1850,Diesel,150,39.2,2.0
 Rapid,2016,6680,Manual,59997,Diesel,0,74.3,1.6
 Fabia,2016,8480,Manual,33789,Petrol,20,58.9,1.2
 Octavia,2017,12245,Manual,22022,Diesel,20,67.3,1.6
 Fabia,2018,9475,Manual,21430,Petrol,150,64.2,1.0
 Rapid,2014,6285,Manual,50585,Petrol,125,52.3,1.2
 Octavia,2017,12695,Semi-Auto,32111,Petrol,150,57.7,1.4
 Scala,2019,14992,Manual,4266,Petrol,145,49.6,1.0
 Superb,2019,26296,Semi-Auto,7014,Diesel,145,44.1,2.0
 Yeti Outdoor,2016,11990,Semi-Auto,24968,Petrol,125,51.4,1.2
 Octavia,2017,12510,Semi-Auto,14757,Petrol,30,58.9,1.4
 Citigo,2016,6490,Manual,32326,Petrol,20,62.8,1.0
 Kodiaq,2019,27291,Automatic,2883,Diesel,150,44.8,2.0
 Rapid,2018,9791,Manual,11154,Petrol,145,61.4,1.0
 Fabia,2019,13891,Manual,1643,Petrol,150,50.4,1.0
 Octavia,2019,16991,Manual,11443,Petrol,150,48.7,1.0
 Fabia,2019,13291,Manual,3535,Petrol,150,50.4,1.0
 Octavia,2019,19991,Semi-Auto,9217,Petrol,150,44.1,1.5
 Superb,2017,11998,Manual,62140,Diesel,145,64.2,2.0
 Yeti Outdoor,2016,10290,Manual,50796,Petrol,125,51.4,1.2
 Fabia,2016,7890,Manual,24978,Petrol,20,58.8,1.0
 Octavia,2013,8990,Manual,45500,Petrol,125,53.3,1.4
 Yeti Outdoor,2017,13490,Manual,16924,Petrol,125,51.4,1.2
 Octavia,2019,13490,Manual,13115,Diesel,145,68.9,1.6
 Citigo,2017,6990,Manual,20261,Petrol,145,68.9,1.0
 Superb,2017,13990,Manual,26333,Diesel,30,62.8,2.0
 Fabia,2017,8393,Manual,50612,Petrol,145,64.2,1.0
 Rapid,2018,7995,Manual,12231,Petrol,145,62.8,1.0
 Fabia,2018,9298,Manual,11701,Petrol,145,57.7,1.0
 Octavia,2019,12998,Manual,14986,Diesel,145,68.9,1.6
 Fabia,2016,8498,Manual,26287,Petrol,20,58.9,1.0
 Yeti Outdoor,2017,12998,Semi-Auto,18694,Petrol,125,51.4,1.2
 Octavia,2018,11998,Manual,16150,Diesel,145,68.9,1.6
 Citigo,2016,5998,Manual,15125,Petrol,20,62.8,1.0
 Rapid,2014,5498,Manual,57125,Diesel,30,64.2,1.6
 Fabia,2018,9850,Manual,10825,Petrol,145,64.2,1.0
 Fabia,2016,6491,Manual,17048,Petrol,20,60.1,1.0
 Rapid,2017,9891,Manual,33402,Petrol,150,61.4,1.0
 Octavia,2015,10250,Manual,72016,Diesel,30,61.4,2.0
 Citigo,2015,6492,Automatic,18367,Petrol,20,64.2,1.0
 Citigo,2019,9237,Manual,3600,Petrol,145,65.7,1.0
 Fabia,2015,8690,Semi-Auto,24022,Petrol,20,60.1,1.2
 Fabia,2015,6410,Manual,23125,Petrol,20,58.8,1.0
 Yeti,2016,11987,Semi-Auto,21720,Petrol,125,51.4,1.2
 Kodiaq,2017,21990,Automatic,33205,Petrol,145,44.8,1.4
 Yeti,2016,11491,Semi-Auto,15740,Petrol,125,51.4,1.2
 Fabia,2019,11491,Manual,9879,Petrol,145,61.4,1.0
 Octavia,2019,23491,Semi-Auto,7987,Diesel,145,44.8,2.0
 Yeti Outdoor,2017,12050,Semi-Auto,51457,Petrol,125,51.4,1.2
 Superb,2017,15490,Automatic,36093,Diesel,145,61.4,2.0
 Octavia,2016,9040,Manual,59030,Petrol,30,55.4,1.4
 Fabia,2015,8291,Semi-Auto,14521,Petrol,20,60.1,1.2
 Octavia,2019,14995,Manual,1786,Diesel,150,56.5,2.0
 Superb,2014,9495,Semi-Auto,51330,Diesel,150,54.3,2.0
 Rapid,2016,9795,Manual,15709,Diesel,0,78.5,1.4
 Yeti,2013,7495,Manual,43416,Diesel,150,52.3,2.0
 Roomster,2015,6995,Manual,36198,Petrol,150,49.6,1.2
 Fabia,2017,10691,Semi-Auto,33543,Petrol,150,60.1,1.2
 Fabia,2017,7391,Manual,13032,Petrol,150,57.7,1.0
 Octavia,2017,10991,Manual,36859,Petrol,150,57.7,1.5
 Rapid,2016,6790,Manual,44994,Petrol,20,57.7,1.2
 Superb,2017,17000,Manual,21530,Diesel,145,64.2,2.0
 Yeti Outdoor,2016,12100,Semi-Auto,23309,Petrol,125,51.4,1.2
 Superb,2016,12000,Manual,46026,Diesel,20,68.9,2.0
 Octavia,2019,16300,Semi-Auto,4532,Diesel,145,67.3,2.0
 Octavia,2016,8899,Manual,74244,Diesel,0,74.3,1.6
 Yeti Outdoor,2015,11995,Manual,26000,Diesel,145,55.4,2.0
 Superb,2020,28991,Semi-Auto,3487,Diesel,150,47.1,2.0
 Karoq,2018,19492,Automatic,16326,Petrol,145,51.4,1.5
 Octavia,2019,18592,Manual,12373,Petrol,145,36.7,2.0
 Octavia,2019,20492,Manual,4093,Petrol,145,36.7,2.0
 Kamiq,2019,20991,Semi-Auto,452,Diesel,145,52.3,1.6
 Kodiaq,2019,30591,Automatic,9253,Diesel,145,37.2,2.0
 Octavia,2015,8694,Manual,50049,Petrol,30,53.3,1.4
 Kamiq,2019,20292,Semi-Auto,1248,Petrol,145,44.1,1.5
 Scala,2019,14694,Manual,3433,Petrol,145,49.6,1.0
 Superb,2018,17491,Semi-Auto,14110,Petrol,150,53.3,1.4
 Kamiq,2020,18991,Manual,986,Petrol,145,47.1,1.5
 Rapid,2017,8391,Manual,45551,Petrol,150,57.7,1.2
 Octavia,2017,12491,Semi-Auto,20231,Petrol,150,57.7,1.4
 Fabia,2018,10491,Manual,3621,Petrol,150,64.2,1.0
 Karoq,2018,17491,Manual,10969,Petrol,150,52.3,1.5
 Kodiaq,2018,24991,Automatic,20709,Diesel,150,49.6,2.0
 Yeti Outdoor,2017,12491,Manual,21843,Diesel,30,62.8,2.0
 Kodiaq,2019,23991,Automatic,13263,Diesel,150,42.2,2.0
 Superb,2016,10995,Manual,30300,Petrol,30,57.7,1.4
 Yeti Outdoor,2017,15491,Automatic,5998,Petrol,145,51.4,1.2
 Fabia,2018,10695,Manual,8328,Petrol,145,64.2,1.0
 Citigo,2017,7191,Manual,19938,Petrol,150,68.9,1.0
 Karoq,2018,19991,Automatic,16163,Diesel,150,54.3,2.0
 Fabia,2019,8995,Manual,4290,Petrol,150,57.7,1.0
 Fabia,2017,10991,Semi-Auto,22465,Petrol,150,60.1,1.2
 Karoq,2019,24991,Manual,3421,Diesel,150,42.8,2.0
 Fabia,2017,7991,Manual,12733,Petrol,20,60.1,1.2
 Superb,2020,29991,Semi-Auto,3565,Hybrid,135,188.3,1.4
 Fabia,2020,14991,Manual,13,Petrol,145,51.4,1.0
 Kodiaq,2020,29999,Automatic,995,Diesel,145,39.2,2.0
 Citigo,2016,7496,Manual,10014,Petrol,20,62.8,1.0
 Scala,2020,14995,Manual,1656,Petrol,145,50.4,1.0
 Citigo,2017,6495,Manual,31132,Petrol,0,67.3,1.0
 Citigo,2018,8491,Automatic,17028,Petrol,145,65.7,1.0
 Fabia,2016,7991,Manual,17401,Diesel,0,78.6,1.4
 Karoq,2018,21991,Semi-Auto,16989,Diesel,145,54.3,2.0
 Fabia,2019,12899,Manual,500,Petrol,145,52.3,1.0
 Citigo,2017,7991,Manual,2930,Petrol,145,64.2,1.0
 Octavia,2019,19993,Automatic,220,Petrol,145,44.1,1.5
 Fabia,2019,9999,Manual,11159,Petrol,145,57.7,1.0
 Superb,2019,21491,Semi-Auto,2738,Petrol,145,36.7,1.5
 Yeti Outdoor,2015,11645,Manual,46365,Diesel,160,49.6,2.0
 Kamiq,2019,20991,Semi-Auto,2814,Petrol,145,43.5,1.5
 Kodiaq,2019,22999,Manual,100,Diesel,145,52.3,2.0
 Octavia,2019,15490,Semi-Auto,8952,Petrol,145,57.7,1.0
 Citigo,2015,6195,Manual,24786,Petrol,0,67.3,1.0
 Yeti Outdoor,2017,12795,Manual,17365,Petrol,125,51.4,1.2
 Rapid,2018,10695,Manual,14742,Petrol,145,61.4,1.0
 Superb,2018,21999,Semi-Auto,16788,Diesel,145,60.1,2.0
 Superb,2020,23999,Semi-Auto,3500,Petrol,145,38.2,2.0
 Yeti Outdoor,2017,13990,Semi-Auto,27500,Petrol,145,51.4,1.2
 Octavia,2015,11295,Manual,50467,Diesel,125,58.9,2.0
 Karoq,2020,27995,Automatic,6000,Diesel,145,42.8,2.0
 Fabia,2015,7991,Manual,35064,Petrol,20,60.1,1.2
 Octavia,2019,12991,Manual,14608,Diesel,145,68.9,1.6
 Octavia,2019,12991,Manual,12409,Diesel,145,68.9,1.6
 Fabia,2017,7191,Manual,29056,Petrol,20,58.8,1.0
 Octavia,2017,16491,Semi-Auto,21103,Diesel,125,56.5,2.0
 Octavia,2019,13920,Semi-Auto,9366,Petrol,145,61.4,1.0
 Fabia,2019,13500,Manual,3973,Petrol,145,61.4,1.0
 Kodiaq,2019,29000,Automatic,2970,Petrol,145,32.1,1.5
 Octavia,2019,21560,Semi-Auto,6473,Diesel,145,44.8,2.0
 Karoq,2019,22999,Manual,6693,Diesel,145,42.8,2.0
 Octavia,2019,18999,Manual,2000,Petrol,145,48.7,1.5
 Fabia,2019,13999,Semi-Auto,3000,Petrol,150,60.1,1.0
 Fabia,2019,8925,Manual,13690,Petrol,145,57.7,1.0
 Yeti Outdoor,2017,12698,Semi-Auto,18877,Petrol,150,51.4,1.2
 Yeti Outdoor,2017,14498,Semi-Auto,5377,Petrol,150,51.4,1.2
 Fabia,2017,10790,Manual,15811,Petrol,20,58.9,1.2
 Fabia,2018,10995,Manual,11618,Petrol,145,64.2,1.0
 Fabia,2018,9295,Manual,27754,Petrol,145,64.2,1.0
 Karoq,2019,19590,Automatic,3503,Diesel,145,62.8,1.6
 Fabia,2017,9900,Manual,31913,Petrol,20,58.9,1.2
 Octavia,2019,13999,Semi-Auto,15615,Petrol,145,61.4,1.0
 Octavia,2019,13999,Semi-Auto,14780,Petrol,145,61.4,1.0
 Kodiaq,2017,19960,Automatic,51629,Petrol,145,38.2,2.0
 Superb,2019,23999,Semi-Auto,2008,Diesel,145,47.9,1.6
 Karoq,2018,17999,Manual,14890,Petrol,150,52.3,1.0
 Kamiq,2019,19490,Semi-Auto,5690,Petrol,150,43.5,1.5
 Octavia,2019,16999,Semi-Auto,1297,Petrol,150,47.1,1.5
 Octavia,2020,18999,Semi-Auto,2293,Petrol,150,46.3,1.5
 Octavia,2020,19999,Semi-Auto,4789,Diesel,150,53.3,2.0
 Superb,2016,14290,Manual,39460,Diesel,20,67.3,2.0
 Octavia,2019,15290,Semi-Auto,4889,Diesel,150,72.4,1.6
 Yeti Outdoor,2016,11490,Manual,17263,Petrol,125,51.4,1.2
 Fabia,2017,6741,Manual,15801,Petrol,150,57.7,1.0
 Kodiaq,2017,20291,Automatic,31369,Petrol,150,44.8,1.4
 Citigo,2017,6591,Manual,23716,Petrol,150,64.2,1.0
 Yeti Outdoor,2017,14991,Semi-Auto,6245,Petrol,150,51.4,1.2
 Kamiq,2019,16991,Manual,458,Petrol,150,49.6,1.0
 Fabia,2018,9291,Manual,20549,Petrol,150,57.7,1.0
 Fabia,2018,7692,Manual,25017,Petrol,150,57.7,1.0
 Citigo,2015,6892,Manual,12455,Petrol,20,62.8,1.0
 Fabia,2019,12991,Manual,4564,Petrol,145,52.3,1.0
 Scala,2020,17000,Manual,1050,Petrol,145,49.6,1.0
 Fabia,2018,11700,Semi-Auto,7691,Petrol,145,60.1,1.0
 Kodiaq,2019,34500,Automatic,5954,Diesel,145,37.2,2.0
 Fabia,2019,13920,Manual,4969,Petrol,145,51.4,1.0
 Octavia,2016,10960,Semi-Auto,39692,Diesel,30,64.2,2.0
 Octavia,2016,9500,Semi-Auto,41000,Diesel,0,76.4,1.6
 Octavia,2017,14295,Manual,15936,Petrol,150,55.4,1.5
 Citigo,2017,7999,Manual,14100,Petrol,150,64.2,1.0
 Octavia,2019,13999,Semi-Auto,14705,Diesel,150,72.4,1.6
 Yeti Outdoor,2016,11495,Manual,26657,Diesel,30,62.8,2.0
 Fabia,2016,5999,Manual,36273,Petrol,20,60.1,1.0
 Yeti Outdoor,2017,12495,Manual,30960,Diesel,150,62.8,2.0
 Kodiaq,2017,16999,Manual,30096,Petrol,150,45.6,1.4
 Fabia,2018,10550,Manual,17082,Petrol,145,64.2,1.0
 Octavia,2018,12498,Manual,16560,Diesel,145,68.9,1.6
 Octavia,2018,13498,Manual,6373,Diesel,145,68.9,1.6
 Octavia,2017,10698,Semi-Auto,25669,Diesel,150,72.4,1.6
 Yeti Outdoor,2016,9998,Manual,29098,Petrol,125,51.4,1.2
 Superb,2019,17998,Manual,14562,Diesel,150,65.7,2.0
 Fabia,2019,10470,Manual,12822,Petrol,145,61.4,1.0
 Superb,2016,12080,Semi-Auto,59823,Petrol,30,55.4,1.4
 Octavia,2018,15774,Manual,9886,Petrol,145,55.4,1.5
 Superb,2017,14899,Manual,30669,Diesel,145,68.9,2.0
 Octavia,2016,11295,Semi-Auto,18004,Diesel,0,76.4,1.6
 Fabia,2019,8690,Manual,13661,Petrol,145,57.7,1.0
 Octavia,2019,13290,Manual,13909,Diesel,145,68.9,1.6
 Citigo,2019,8295,Manual,2981,Petrol,145,67.3,1.0
 Fabia,2016,8000,Manual,27000,Petrol,20,60.1,1.2
 Superb,2016,17995,Semi-Auto,14805,Diesel,30,61.4,2.0
 Fabia,2017,8550,Manual,25638,Petrol,145,60.1,1.2
 Fabia,2018,9415,Manual,29100,Diesel,145,70.6,1.4
 Yeti Outdoor,2017,12799,Manual,24000,Petrol,145,51.4,1.2
 Superb,2018,19565,Manual,14000,Diesel,145,65.7,2.0
 Fabia,2019,14295,Manual,1758,Petrol,145,51.4,1.0
 Fabia,2017,10490,Manual,14338,Petrol,20,58.9,1.2
 Octavia,2016,9490,Manual,40501,Diesel,0,74.3,1.6
 Fabia,2017,7495,Manual,22753,Petrol,20,60.1,1.2
 Citigo,2018,7450,Manual,8800,Petrol,145,64.2,1.0
 Fabia,2017,8795,Manual,13085,Diesel,145,70.6,1.4
 Octavia,2017,14999,Semi-Auto,40741,Diesel,125,58.9,2.0
 Kamiq,2019,19490,Manual,10,Petrol,145,47.1,1.5
 Fabia,2016,7990,Manual,12250,Petrol,20,60.1,1.2
 Fabia,2017,10447,Automatic,15185,Petrol,145,61.4,1.0
 Fabia,2014,4760,Manual,28000,Petrol,125,49.6,1.2
 Yeti Outdoor,2016,10887,Semi-Auto,38424,Petrol,125,51.4,1.2
 Superb,2016,14451,Manual,39089,Diesel,20,68.9,2.0
 Fabia,2017,10991,Semi-Auto,13152,Petrol,150,60.1,1.2
 Yeti Outdoor,2017,12990,Manual,11481,Diesel,30,62.8,2.0
 Citigo,2018,6850,Manual,21343,Petrol,145,64.2,1.0
 Superb,2019,18998,Semi-Auto,16498,Diesel,150,62.8,2.0
 Citigo,2019,8498,Manual,1026,Petrol,145,67.3,1.0
 Octavia,2018,12998,Manual,14884,Diesel,145,68.9,1.6
 Superb,2019,18995,Semi-Auto,13766,Petrol,150,36.7,1.5
 Fabia,2019,9995,Manual,14182,Petrol,150,57.7,1.0
 Fabia,2015,7990,Manual,17139,Petrol,20,60.1,1.2
 Citigo,2014,5931,Manual,35318,Petrol,20,62.8,1.0
 Fabia,2015,7090,Manual,19936,Petrol,20,60.1,1.2
 Fabia,2018,10795,Manual,11216,Petrol,150,64.2,1.0
 Superb,2019,22995,Semi-Auto,6840,Diesel,150,48.7,2.0
 Kodiaq,2019,32995,Automatic,12500,Diesel,150,35.3,2.0
 Karoq,2018,18998,Automatic,2504,Diesel,150,62.8,1.6
 Yeti Outdoor,2017,13698,Semi-Auto,26977,Petrol,125,51.4,1.2
 Superb,2019,16998,Semi-Auto,37334,Diesel,150,62.8,2.0
 Octavia,2019,13498,Manual,21116,Diesel,150,68.9,1.6
 Superb,2019,17998,Manual,16317,Diesel,150,65.7,2.0
 Fabia,2019,12495,Manual,1000,Petrol,145,60.1,1.0
 Octavia,2019,23995,Automatic,3000,Diesel,145,45.6,2.0
 Fabia,2019,12495,Manual,100,Petrol,145,60.1,1.0
 Citigo,2018,6995,Manual,28300,Petrol,145,64.2,1.0
 Scala,2019,14995,Manual,2900,Petrol,145,49.6,1.0
 Citigo,2017,7495,Manual,9800,Petrol,145,68.9,1.0
 Yeti Outdoor,2017,13695,Semi-Auto,16200,Petrol,145,51.4,1.2
 Fabia,2017,8890,Manual,27784,Petrol,150,60.1,1.2
 Fabia,2018,9898,Manual,7090,Petrol,150,57.7,1.0
 Fabia,2017,9415,Manual,27224,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,13770,Semi-Auto,26446,Petrol,125,51.4,1.2
 Yeti Outdoor,2017,13410,Semi-Auto,34675,Petrol,125,51.4,1.2
 Fabia,2018,9879,Manual,18000,Petrol,150,64.2,1.0
 Yeti Outdoor,2016,10990,Manual,54965,Diesel,150,55.4,2.0
 Octavia,2017,11750,Manual,21800,Petrol,150,57.7,1.5
 Fabia,2017,8990,Manual,23800,Petrol,150,60.1,1.2
 Fabia,2017,8950,Manual,22316,Petrol,20,60.1,1.2
 Fabia,2018,8995,Manual,19000,Petrol,150,64.2,1.0
 Fabia,2017,8395,Manual,19667,Petrol,150,64.2,1.0
 Kamiq,2019,21999,Manual,2000,Petrol,145,47.1,1.0
 Citigo,2017,5990,Manual,18456,Petrol,20,64.2,1.0
 Kodiaq,2017,21990,Semi-Auto,29255,Petrol,145,44.8,1.4
 Yeti Outdoor,2017,12480,Semi-Auto,38599,Petrol,150,51.4,1.2
 Yeti Outdoor,2017,12910,Semi-Auto,33119,Petrol,150,51.4,1.2
 Yeti Outdoor,2017,13890,Semi-Auto,15064,Petrol,125,51.4,1.2
 Yeti Outdoor,2017,13990,Semi-Auto,28024,Petrol,125,51.4,1.2
 Yeti Outdoor,2017,12990,Semi-Auto,19896,Petrol,125,51.4,1.2
 Yeti Outdoor,2017,11990,Manual,10441,Diesel,150,62.8,2.0
 Rapid,2017,7995,Manual,36348,Petrol,30,57.7,1.2
 Yeti Outdoor,2017,13498,Semi-Auto,40045,Petrol,150,51.4,1.2
 Fabia,2017,9000,Manual,21552,Petrol,145,64.2,1.0
 Fabia,2018,9298,Manual,10012,Petrol,145,57.7,1.0
 Octavia,2015,9878,Manual,25332,Diesel,20,68.9,2.0
 Fabia,2019,13876,Manual,2500,Petrol,145,60.1,1.0
 Scala,2019,16726,Automatic,2500,Petrol,145,45.6,1.5
 Octavia,2017,10746,Manual,9545,Petrol,20,62.8,1.0
 Octavia,2019,24991,Automatic,2500,Petrol,145,35.8,2.0
 Kodiaq,2017,24000,Automatic,24865,Petrol,145,38.2,2.0
 Fabia,2018,10379,Semi-Auto,14587,Petrol,145,61.4,1.0
 Fabia,2017,8410,Manual,10000,Petrol,150,58.8,1.0
 Fabia,2016,7290,Manual,14000,Petrol,20,58.8,1.0
 Octavia,2017,9490,Manual,48449,Diesel,0,74.3,1.6
 Fabia,2017,9919,Manual,10988,Petrol,150,64.2,1.0
 Superb,2016,9995,Manual,36102,Diesel,20,68.9,1.6
 Fabia,2014,6798,Manual,29357,Petrol,125,53.3,1.2
 Fabia,2018,12395,Automatic,17541,Petrol,145,61.4,1.0
 Fabia,2016,8195,Manual,35796,Petrol,20,60.1,1.2
 Octavia,2016,13980,Manual,44824,Diesel,30,64.2,2.0
 Fabia,2017,12980,Semi-Auto,8821,Petrol,145,61.4,1.0
 Rapid,2017,9750,Manual,11550,Petrol,30,57.7,1.2
 Fabia,2017,7799,Manual,38512,Petrol,20,60.1,1.2
 Fabia,2019,8933,Manual,13596,Petrol,145,57.7,1.0
 Yeti Outdoor,2017,13190,Semi-Auto,25600,Petrol,150,51.4,1.2
 Karoq,2018,16245,Manual,9482,Petrol,150,53.3,1.0
 Citigo,2017,7545,Manual,12997,Petrol,20,62.8,1.0
 Octavia,2019,13299,Automatic,13979,Diesel,145,72.4,1.6
 Fabia,2019,10972,Manual,13778,Petrol,145,61.4,1.0
 Fabia,2019,11798,Manual,4802,Petrol,145,61.4,1.0
 Octavia,2017,12995,Semi-Auto,13503,Petrol,150,57.7,1.4
 Fabia,2017,7930,Manual,16403,Petrol,20,60.1,1.2
 Fabia,2018,9498,Manual,10018,Petrol,145,57.7,1.0
 Rapid,2015,7900,Manual,37657,Diesel,0,67.3,1.6
 Octavia,2018,12060,Automatic,24752,Petrol,145,57.7,1.5
 Octavia,2017,11660,Manual,8539,Petrol,145,58.9,1.0
 Fabia,2017,7600,Manual,10610,Petrol,145,57.7,1.0
 Octavia,2016,9690,Manual,31080,Petrol,20,62.8,1.0
 Citigo,2017,6300,Manual,27000,Petrol,150,64.2,1.0
 Fabia,2018,9580,Manual,20768,Petrol,145,64.2,1.0
 Octavia,2018,14380,Semi-Auto,7618,Petrol,145,55.4,1.5
 Fabia,2019,10995,Manual,13510,Petrol,150,61.4,1.0
